"그룹회사코드","마이데이터고객식별자","댓글그룹일련번호","댓글일련번호","댓글작성고객식별자","댓글내용","등록일시","비밀댓글여부","신고자수","삭제여부","댓글작성자별명","시스템최종처리일시","시스템최종사용자번호"
KB0,"2000000002",15,0,"2000000007",ㅅㅅ,"20210823170636","1",0,"0",별명기억안,"20210823170636",SYSTEM
KB0,"2000000002",15,1,"2000000007",움트트트ㅋㅋㅋㅋ,"20210827160801","1",0,"0",별명기억안,"20210827160801",SYSTEM
KB0,"2000000002",15,2,"2000000007",짱구동생 짱아는 귀여줘요,"20210827170013","1",0,"0",별명기억안,"20210827170013",SYSTEM
KB0,"2000000002",16,0,"2000000002",aa,"20210909100423","0",0,"0",+_=-)(*,"20210909100423",SYSTEM
KB0,"2000000002",17,0,"2000000002",<>,"20210910155731","0",0,"0","8+++","20210910155731",SYSTEM
KB0,"2000000002",17,1,"2000000002",&&_+,"20210910155747","0",0,"0","8+++","20210910155747",SYSTEM
KB0,"2000000002",18,0,"2000000002",/??,"20210910161417","0",0,"0","8+++","20210910161417",SYSTEM
KB0,"2000000002",19,0,"2000000002",&&^^%%$^&,"20210910161517","0",0,"0",(_ _)/,"20210910161517",SYSTEM
KB0,"2000000002",20,0,"2000000002",♡♡♡,"20210910165659","0",0,"0",&^%♡☆,"20210910165659",SYSTEM
KB0,"2000000002",20,1,"2000000002",^#&♤☆♧,"20210910165809","0",0,"0",&^%♡☆,"20210910165809",SYSTEM
KB0,"2000000002",21,0,"2000000002",)(*&^^,"20210910185846","0",0,"0",&^%♡☆¿¡《¤,"20210910185846",SYSTEM
KB0,"2000000002",21,1,"2000000002",{}[],"20210910185908","0",0,"0",&^%♡☆¿¡《¤,"20210910185908",SYSTEM
KB0,"2000000002",21,2,"2000000002","&{}[],.&{}[],.&{}[],.&{}[],.&{}[],.
&{}[],.&{}[],.&{}[],.&{}[],.&{}[],.
&{}[],.&{}[],.&{}[],.&{}[],.&{}[],.","20210910195216","0",0,"0",&^%♡☆¿¡《¤》,"20210910195216",SYSTEM
KB0,"2000000002",22,0,"2000000002","*&^%~
*&^%~
*&^%~
*&^%~","20210910192617","0",1,"0",&^%♡☆¿¡《¤》,"20210910192617",SYSTEM
KB0,"2000000002",23,0,"2000000002",&&,"20210910195256","0",0,"0",&^%♡☆¿¡《¤》,"20210910195256",SYSTEM
KB0,"2000000002",24,0,"2000000002",푸쉬 가나?,"20210930163311","0",0,"0",인절미 3팩 만원..,"20210930163311",SYSTEM
KB0,"2000000002",25,0,"2000000002",가나,"20210930165443","0",0,"0",인절미 3팩 만원..,"20210930165443",SYSTEM
KB0,"2000000003",1,0,"2000000003","11","20210727153053","0",0,"1",헬싱키 참제비고깔,"20210727153053",SYSTEM
KB0,"2000000003",1,1,"2000000001",ㅗㅗ,"20210819182227","0",0,"0",AjakLl,"20210819182227",SYSTEM
KB0,"2000000003",2,0,"2000000003","1","20210809165839","0",1,"0",헬싱키 참제비고깔,"20210809165839",SYSTEM
KB0,"2000000003",2,1,"2000000003",asdasd,"20210810112012","0",2,"0",헬싱키 참제비고깔,"20210810112012",SYSTEM
KB0,"2000000003",2,2,"2000000006",아브라,"20210817091159","0",4,"0",군산카메하 메하대재,"20210817091159",SYSTEM
KB0,"2000000003",3,0,"2000000003","12","20210809165850","0",0,"0",헬싱키 참제비고깔,"20210809165850",SYSTEM
KB0,"2000000003",3,1,"2000000006","이젠 안녕, 좋아요 해제 할께요.","20210820141706","0",0,"0",군산카메하 메하대재,"20210820141706",SYSTEM
KB0,"2000000003",3,2,"2000000006",답글 추가 안되나여,"20210820153204","0",0,"0",신디,"20210820153204",SYSTEM
KB0,"2000000003",3,3,"2000000003",답글 추가.,"20210823131703","0",0,"0",헬싱키 참제비고깔,"20210823131703",SYSTEM
KB0,"2000000003",3,4,"2000000003",답글 추가.,"20210823131804","0",0,"0",헬싱키 참제비고깔,"20210823131804",SYSTEM
KB0,"2000000003",3,5,"2000000003",ㅇㅇ,"20210823131905","0",0,"0",헬싱키 참제비고깔,"20210823131905",SYSTEM
KB0,"2000000004",1,0,"2000000004",안녕하세요,"20210803141549","0",0,"0",돈,"20210803141549",SYSTEM
KB0,"2000000004",2,0,"2000000004",안녕하세요,"20210803145514","0",0,"0",돈,"20210803145514",SYSTEM
KB0,"2000000004",3,0,"2000000004",안녕하세요2,"20210803145520","0",0,"0",돈,"20210803145520",SYSTEM
KB0,"2000000004",3,1,"2000000004",ㆍㄴ듲넉,"20210819181843","1",0,"0",돈,"20210819181843",SYSTEM
KB0,"2000000004",4,0,"2000000004",안녕하셨어요?,"20210803145531","0",0,"0",돈,"20210803145531",SYSTEM
KB0,"2000000004",5,0,"2000000004",Asdf,"20210818102240","0",0,"0",돈,"20210818102240",SYSTEM
KB0,"2000000004",6,0,"2000000004","12121","20210823154136","0",0,"0",돈머니,"20210823154136",SYSTEM
KB0,"2000000004",7,0,"2000000007",fffsssssssssssssssss,"20210830154725","0",0,"0",별명기억안,"20210830154725",SYSTEM
KB0,"2000000004",8,0,"2000000004",ㅎ,"20210831160924","0",0,"0",ddd,"20210831160924",SYSTEM
KB0,"2000000004",8,1,"2000000004",ㅎ,"20210831160927","0",0,"0",ddd,"20210831160927",SYSTEM
KB0,"2000000004",8,2,"2000000004",ㅎ,"20210831160932","0",0,"0",ddd,"20210831160932",SYSTEM
KB0,"2000000005",1,0,"2000000005","123123","20210802175213","0",0,"0",제주 타마르 대왕,"20210802175213",SYSTEM
KB0,"2000000005",1,1,"2000000005","123123","20210802175216","0",0,"0",제주 타마르 대왕,"20210802175216",SYSTEM
KB0,"2000000005",1,2,"2000000005",아니요,"20210810165433","1",3,"0",제주 타마르 대왕,"20210810165433",SYSTEM
KB0,"2000000005",2,0,"2000000005",댓글 마왕,"20210817160859","0",0,"0",제주 타마르 대왕,"20210817160859",SYSTEM
KB0,"2000000005",2,1,"2000000005",대댓글 마왕,"20210817160909","0",0,"0",제주 타마르 대왕,"20210817160909",SYSTEM
KB0,"2000000005",3,0,"2000000002",드신 연금 좋나요?,"20210818091242","0",0,"0",건물주,"20210818091242",SYSTEM
KB0,"2000000005",3,1,"2000000005",괜찮아요,"20210818091324","0",0,"0",제주 타마르 대왕,"20210818091324",SYSTEM
KB0,"2000000005",4,0,"2000000002",보험,"20210818105138","0",0,"0",건물주,"20210818105138",SYSTEM
KB0,"2000000005",5,0,"2000000005","21312323222","20210823151328","0",0,"0",오케스트라,"20210823151328",SYSTEM
KB0,"2000000005",6,0,"2000000005",가나다라마바,"20210823151452","0",0,"0",오케스트라,"20210823151452",SYSTEM
KB0,"2000000005",6,1,"2000000005",답글입니다.,"20211018142502","0",0,"0",°¤¡¿•€£¥¥{},"20211018142502872763",SYSTEM
KB0,"2000000006",0,1,"2000000006","123123","20210726181806","0",0,"0",군산 카메하메하 대왕,"20210726181806",SYSTEM
KB0,"2000000006",0,2,"2000000006",네ㆍㄴㆍㄴㆍㄴᆢㄴㆍㄴㄷㄴㅌ,"20210812154932","1",0,"0",군산카메하메하대재,"20210812154932",SYSTEM
KB0,"2000000006",0,3,"2000000001",ㅇㅇㅇ,"20210907105001","0",0,"0",알자이라210901,"20210907105001",SYSTEM
KB0,"2000000006",0,4,"2000000006",ㅎㅎㄷㅈㅅㄷㅅㄷㅅ,"20210930154316","0",0,"0",신디rr¤¡¿•,"20210930154316",SYSTEM
KB0,"2000000006",1,0,"2000000006",가나다랏마바하아자차카타파하가나다랏마바하아자차카타파하가나다랏마바하아자차카타파하가나다랏마바하아자차카타파햬,"20210812172230","0",0,"0",군산카메하메하대재,"20210812172230",SYSTEM
KB0,"2000000006",2,0,"2000000006","2021..08.20.. 군산카메하메하대제 댓글","20210820130323","0",0,"0",군산카메하 메하대재,"20210820130323",SYSTEM
KB0,"2000000006",3,0,"2000000006","2021.08.20 비밀댓글","20210820130339","1",0,"0",군산카메하 메하대재,"20210820130339",SYSTEM
KB0,"2000000006",3,2,"2000000003",군산님  비밀 댓글 궁흠해요. 음응,"20210820132759","0",0,"0",헬싱키 참제비고깔,"20210820132759",SYSTEM
KB0,"2000000006",4,0,"2000000006","댓 글 숫 자 증가 되세요
현재는 6입니다.","20210820144158","0",2,"0",군산카메하 메하대재,"20210820144158",SYSTEM
KB0,"2000000006",5,0,"2000000006","1212121","20210823155514","0",0,"0",신디,"20210823155514",SYSTEM
KB0,"2000000006",6,0,"2000000006",ㄷㄴㄴㄷ는,"20210930154304","0",0,"0",신디rr¤¡¿•,"20210930154304",SYSTEM
KB0,"2000000006",7,0,"2000000006",ㄷㄴㄴㄷ는,"20210930154318","0",0,"0",신디rr¤¡¿•,"20210930154318",SYSTEM
KB0,"2000000006",8,0,"2000000001",test00modi2,"20211018111621","1",0,"0",test001,"20211018111621820064",SYSTEM
KB0,"2000000006",9,0,"2000000005",test002,"20211018112618","1",0,"0",°¤¡¿•€£¥¥{}3,"20211018112618345285",SYSTEM
KB0,"2000000007",1,0,"2000000007","2323","20210804175524","0",0,"0",몬테비데오 작약,"20210804175524",SYSTEM
KB0,"2000000007",1,1,"2000000007",ㅇㅇㅇ,"20210805095016","0",0,"0",몬테비데오 작약,"20210805095016",SYSTEM
KB0,"2000000007",1,2,"2000000007",ddd,"20210806154331","0",0,"0",몬테비데오 작약,"20210806154331",SYSTEM
KB0,"2000000007",1,3,"2000000007",aaa,"20210806154408","0",0,"0",몬테비데오 작약,"20210806154408",SYSTEM
KB0,"2000000007",2,0,"2000000007",누가 댓글 좀 달아주오,"20210810132735","0",0,"0",별명기억안,"20210810132735",SYSTEM
KB0,"2000000007",2,1,"2000000006",오케이 why not,"20210810133834","0",0,"0",군산 카메하메하 대왕1,"20210810133834",SYSTEM
KB0,"2000000007",2,2,"2000000007",좋아요 부탁해요,"20210810133935","0",0,"0",별명기억안,"20210810133935",SYSTEM
KB0,"2000000007",2,3,"2000000007",좋아요 아직 안되요.. 자룡님 부탁해요~~,"20210810134004","0",0,"0",별명기억안,"20210810134004",SYSTEM
KB0,"2000000007",2,4,"2000000006",이상하다. 내가 올린 것 같은데,"20210810134455","0",0,"0",군산 카메하메하 대왕1,"20210810134455",SYSTEM
KB0,"2000000007",2,5,"2000000006",다신한번더,"20210810134512","0",0,"0",군산 카메하메하 대왕1,"20210810134512",SYSTEM
KB0,"2000000007",3,0,"2000000007",이글은 비밀 댓글임 - 보이면 안됨^^,"20210810132833","1",0,"0",별명기억안,"20210810132833",SYSTEM
KB0,"2000000007",3,1,"2000000006",비밀 댓글 진짜 안보이네,"20210810133901","0",0,"0",군산 카메하메하 대왕1,"20210810133901",SYSTEM
KB0,"2000000007",4,0,"2000000007",댓글 남기고 싶어요,"20210910110914","0",0,"0",별명기억안¥,"20210910110914",SYSTEM
KB0,"2000000008",1,0,"2000000002","2","20210727103659","0",0,"0",더반 악바르 대제,"20210727103659",SYSTEM
KB0,"2000000008",1,1,"2000000002","3","20210727103704","0",0,"0",더반 악바르 대제,"20210727103704",SYSTEM
KB0,"2000000008",2,0,"2000000002","1","20210727104051","0",0,"0",더반 악바르 대제,"20210727104051",SYSTEM
KB0,"2000000008",2,1,"2000000002","2","20210727104055","0",0,"0",더반 악바르 대제,"20210727104055",SYSTEM
KB0,"2000000026",1,0,"2000000006",최초 등록 되세요.,"20210820153417","0",0,"0",신디,"20210820153417",SYSTEM
KB0,"2000000105",1,0,"2000000003",Test,"20210818112653","0",0,"0",헬싱키 참제비고깔,"20210818112653",SYSTEM
KB0,"2000000180",1,0,"2000000007",Hello~~,"20210809174009","0",2,"0",별명기억안남,"20210809174009",SYSTEM
KB0,"2000000180",2,0,"2000000001",ㄷㄴ,"20210811135540","1",0,"0","123ㅂㅈ56778","20210811135540",SYSTEM
KB0,"2000000180",4,0,"2000000001","3333333","20210819181809","0",0,"0",AjakLl,"20210819181809",SYSTEM
KB0,"2000000180",5,0,"2000000001","자산이 궁금하네요

22222","20210901141410","0",0,"0",알자이라210901,"20210901141410",SYSTEM
KB0,"2000000180",5,1,"2000000001",답글 등록,"20210916162753","0",0,"0","7878","20210916162753",SYSTEM
KB0,"2000000180",6,0,"2000000001",서산 옥타비아누스 댓글이요.2222222,"20210916170715","0",0,"0","7878","20210916170715",SYSTEM
KB0,"2000000180",6,1,"2000000001",나한테 답글답니다.222,"20210916170729","0",0,"0","7878","20210916170729",SYSTEM
KB0,"2000000180",6,2,"2000000001",답글 222,"20210916170857","0",0,"0","7878","20210916170857",SYSTEM
KB0,"2000000180",6,3,"2000000001",답글 추가요.ㅇㅇ,"20210916172230","1",0,"0","7878","20210916172230",SYSTEM
KB0,"2000000184",1,0,"2000000002",ㅇ호,"20210805170326","0",0,"0",네임펜F0,"20210805170326",SYSTEM
KB0,"2000000193",1,0,"2000000003","머
나는
만
난
난
나","20210728173321","0",0,"0",헬싱키 참제비고깔,"20210728173321",SYSTEM
KB0,"2000000193",2,0,"2000000003","일정
7/28
아닌
니니닝아이가
아아","20210728173345","0",0,"0",헬싱키 참제비고깔,"20210728173345",SYSTEM
KB0,"2000000193",3,0,"2000000003","<상품명>
청약저축 80,000","20210728173505","0",0,"0",헬싱키 참제비고깔,"20210728173505",SYSTEM
KB0,"2000000193",4,0,"2000000003",어여뻐야,"20210728173709","0",0,"0",헬싱키 참제비고깔,"20210728173709",SYSTEM
KB0,"2000000305",1,0,"2000000006",ㄴㅈㄴㅈㄴㅈ,"20210812173640","0",1,"0",군산카메하메하대재,"20210812173640",SYSTEM
KB0,"2000000305",2,0,"2000000002",ㄱ,"20210812183806","0",0,"0","123ㅂㅈ56778","20210812183806",SYSTEM
KB0,"2000000305",3,0,"2000000002",비일,"20210812183823","1",0,"0","123ㅂㅈ56778","20210812183823",SYSTEM
KB0,"2000000342",1,0,"2000000001",댓글를입력,"20210916165200","0",0,"0","7878","20210916165200",SYSTEM
KB0,"2000000342",1,1,"2000000001",답글,"20210916170031","0",1,"0","7878","20210916170031",SYSTEM
KB0,"2000000368",1,0,"2000000005",Sss,"20210818150933","0",0,"0",제주 타마르 대왕,"20210818150933",SYSTEM
KB0,"2000000368",1,1,"2000000004",Sss,"20210818151336","0",0,"0",돈,"20210818151336",SYSTEM
KB0,"2000000368",2,0,"2000000004",Szz,"20210818151303","0",0,"1",돈,"20210818151303",SYSTEM
KB0,"2000000424",1,0,"2000000007",입력이 안되네,"20210804175143","0",0,"0",몬테비데오 작약,"20210804175143",SYSTEM
KB0,"2000000518",1,0,"2000000001",ddd,"20210916172026","0",0,"0","7878","20210916172026",SYSTEM
KB0,"2000000563",1,0,"2000000002","Podlike
Djdkdkkdkdkb","20210818132919","0",0,"0",건물주,"20210818132919",SYSTEM
KB0,"2000000563",2,0,"2000000002","22","20210823144337","0",0,"0",인절미 3팩 만원,"20210823144337",SYSTEM
KB0,"2000000563",3,0,"2000000002","22","20210823150642","0",0,"0",인절미 3팩 만원,"20210823150642",SYSTEM
