"그룹회사코드","마이데이터고객식별자","서비스시작일시","서비스탈퇴일시","서비스가입채널구분","서비스탈퇴채널구분","시스템최종처리일시","시스템최종사용자번호","고객식별자","당행고객여부"
KB0,"2000000038","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000038","1"
KB0,"2000000039","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000039","1"
KB0,"2000000041","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000041","1"
KB0,"2000000042","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000042","1"
KB0,"2000000043","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000043","1"
KB0,"2000000044","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000044","1"
KB0,"2000000045","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000045","1"
KB0,"2000000046","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000046","1"
KB0,"2000000047","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000047","1"
KB0,"2000000048","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000048","1"
KB0,"2000000049","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000049","1"
KB0,"2000000050","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000050","1"
KB0,"2000000051","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000051","1"
KB0,"2000000052","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000052","1"
KB0,"2000000053","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000053","1"
KB0,"2000000054","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000054","1"
KB0,"2000000055","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000055","1"
KB0,"2000000056","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000056","1"
KB0,"2000000057","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000057","1"
KB0,"2000000058","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000058","1"
KB0,"2000000059","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000059","1"
KB0,"2000000060","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000060","1"
KB0,"2000000061","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000061","1"
KB0,"2000000062","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000062","1"
KB0,"2000000063","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000063","1"
KB0,"2000000064","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000064","1"
KB0,"2000000065","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000065","1"
KB0,"2000000066","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000066","1"
KB0,"2000000067","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000067","1"
KB0,"2000000068","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000068","1"
KB0,"2000000069","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000069","1"
KB0,"2000000070","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000070","1"
KB0,"2000000071","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000071","1"
KB0,"2000000072","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000072","1"
KB0,"2000000073","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000073","1"
KB0,"2000000074","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000074","1"
KB0,"2000000075","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000075","1"
KB0,"2000000076","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000076","1"
KB0,"2000000077","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000077","1"
KB0,"2000000078","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000078","1"
KB0,"2000000079","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000079","1"
KB0,"2000000080","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000080","1"
KB0,"2000000081","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000081","1"
KB0,"2000000082","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000082","1"
KB0,"2000000083","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000083","1"
KB0,"2000000084","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000084","1"
KB0,"2000000085","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000085","1"
KB0,"2000000086","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000086","1"
KB0,"2000000087","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000087","1"
KB0,"2000000088","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000088","1"
KB0,"2000000089","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000089","1"
KB0,"2000000090","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000090","1"
KB0,"2000000091","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000091","1"
KB0,"2000000092","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000092","1"
KB0,"2000000093","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000093","1"
KB0,"2000000094","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000094","1"
KB0,"2000000095","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000095","1"
KB0,"2000000096","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000096","1"
KB0,"2000000097","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000097","1"
KB0,"2000000098","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000098","1"
KB0,"2000000099","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000099","1"
KB0,"2000000100","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000100","1"
KB0,"2000000101","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000101","1"
KB0,"2000000102","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000102","1"
KB0,"2000000103","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000103","1"
KB0,"2000000104","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000104","1"
KB0,"2000000105","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000105","1"
KB0,"2000000106","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000106","1"
KB0,"2000000107","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000107","1"
KB0,"2000000108","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000108","1"
KB0,"2000000109","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000109","1"
KB0,"2000000110","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000110","1"
KB0,"2000000111","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000111","1"
KB0,"2000000112","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000112","1"
KB0,"2000000113","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000113","1"
KB0,"2000000114","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000114","1"
KB0,"2000000115","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000115","1"
KB0,"2000000116","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000116","1"
KB0,"2000000117","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000117","1"
KB0,"2000000118","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000118","1"
KB0,"2000000119","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000119","1"
KB0,"2000000120","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000120","1"
KB0,"2000000121","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000121","1"
KB0,"2000000123","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000123","1"
KB0,"2000000124","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000124","1"
KB0,"2000000125","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000125","1"
KB0,"2000000126","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000126","1"
KB0,"2000000127","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000127","1"
KB0,"2000000128","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000128","1"
KB0,"2000000129","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000129","1"
KB0,"2000000130","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000130","1"
KB0,"2000000131","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000131","1"
KB0,"2000000132","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000132","1"
KB0,"2000000133","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000133","1"
KB0,"2000000134","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000134","1"
KB0,"2000000135","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000135","1"
KB0,"2000000136","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000136","1"
KB0,"2000000137","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000137","1"
KB0,"2000000138","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000138","1"
KB0,"2000000139","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000139","1"
KB0,"2000000140","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000140","1"
KB0,"2000000141","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000141","1"
KB0,"2000000142","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000142","1"
KB0,"2000000143","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000143","1"
KB0,"2000000144","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000144","1"
KB0,"2000000145","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000145","1"
KB0,"2000000146","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000146","1"
KB0,"2000000147","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000147","1"
KB0,"2000000149","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000149","1"
KB0,"2000000150","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000150","1"
KB0,"2000000151","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000151","1"
KB0,"2000000152","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000152","1"
KB0,"2000000153","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000153","1"
KB0,"2000000154","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000154","1"
KB0,"2000000155","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000155","1"
KB0,"2000000156","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000156","1"
KB0,"2000000157","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000157","1"
KB0,"2000000158","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000158","1"
KB0,"2000000159","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000159","1"
KB0,"2000000160","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000160","1"
KB0,"2000000161","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000161","1"
KB0,"2000000162","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000162","1"
KB0,"2000000163","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000163","1"
KB0,"2000000164","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000164","1"
KB0,"2000000165","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000165","1"
KB0,"2000000166","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000166","1"
KB0,"2000000167","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000167","1"
KB0,"2000000168","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000168","1"
KB0,"2000000169","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000169","1"
KB0,"2000000170","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000170","1"
KB0,"2000000171","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000171","1"
KB0,"2000000172","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000172","1"
KB0,"2000000173","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000173","1"
KB0,"2000000174","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000174","1"
KB0,"2000000175","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000175","1"
KB0,"2000000176","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000176","1"
KB0,"2000000177","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000177","1"
KB0,"2000000178","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000178","1"
KB0,"2000000179","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000179","1"
KB0,"2000000180","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000180","1"
KB0,"2000000181","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000181","1"
KB0,"2000000182","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000182","1"
KB0,"2000000183","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000183","1"
KB0,"2000000184","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000184","1"
KB0,"2000000185","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000185","1"
KB0,"2000000186","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000186","1"
KB0,"2000000187","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000187","1"
KB0,"2000000188","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000188","1"
KB0,"2000000189","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000189","1"
KB0,"2000000190","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000190","1"
KB0,"2000000191","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000191","1"
KB0,"2000000192","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000192","1"
KB0,"2000000194","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000194","1"
KB0,"2000000195","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000195","1"
KB0,"2000000196","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000196","1"
KB0,"2000000197","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000197","1"
KB0,"2000000198","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000198","1"
KB0,"2000000199","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000199","1"
KB0,"2000000200","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000200","1"
KB0,"2000000201","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000201","1"
KB0,"2000000202","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000202","1"
KB0,"2000000203","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000203","1"
KB0,"2000000205","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000205","1"
KB0,"2000000206","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000206","1"
KB0,"2000000207","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000207","1"
KB0,"2000000208","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000208","1"
KB0,"2000000209","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000209","1"
KB0,"2000000210","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000210","1"
KB0,"2000000211","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000211","1"
KB0,"2000000212","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000212","1"
KB0,"2000000213","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000213","1"
KB0,"2000000214","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000214","1"
KB0,"2000000215","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000215","1"
KB0,"2000000216","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000216","1"
KB0,"2000000217","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000217","1"
KB0,"2000000218","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000218","1"
KB0,"2000000219","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000219","1"
KB0,"2000000220","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000220","1"
KB0,"2000000221","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000221","1"
KB0,"2000000222","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000222","1"
KB0,"2000000223","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000223","1"
KB0,"2000000224","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000224","1"
KB0,"2000000225","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000225","1"
KB0,"2000000226","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000226","1"
KB0,"2000000227","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000227","1"
KB0,"2000000228","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000228","1"
KB0,"2000000229","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000229","1"
KB0,"2000000230","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000230","1"
KB0,"2000000231","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000231","1"
KB0,"2000000232","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000232","1"
KB0,"2000000233","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000233","1"
KB0,"2000000234","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000234","1"
KB0,"2000000235","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000235","1"
KB0,"2000000236","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000236","1"
KB0,"2000000237","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000237","1"
KB0,"2000000238","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000238","1"
KB0,"2000000239","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000239","1"
KB0,"2000000240","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000240","1"
KB0,"2000000241","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000241","1"
KB0,"2000000242","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000242","1"
KB0,"2000000243","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000243","1"
KB0,"2000000244","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000244","1"
KB0,"2000000245","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000245","1"
KB0,"2000000246","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000246","1"
KB0,"2000000247","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000247","1"
KB0,"2000000248","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000248","1"
KB0,"2000000249","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000249","1"
KB0,"2000000250","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000250","1"
KB0,"2000000251","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000251","1"
KB0,"2000000252","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000252","1"
KB0,"2000000253","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000253","1"
KB0,"2000000254","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000254","1"
KB0,"2000000255","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000255","1"
KB0,"2000000256","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000256","1"
KB0,"2000000257","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000257","1"
KB0,"2000000258","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000258","1"
KB0,"2000000259","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000259","1"
KB0,"2000000260","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000260","1"
KB0,"2000000261","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000261","1"
KB0,"2000000262","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000262","1"
KB0,"2000000263","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000263","1"
KB0,"2000000264","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000264","1"
KB0,"2000000265","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000265","1"
KB0,"2000000266","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000266","1"
KB0,"2000000267","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000267","1"
KB0,"2000000268","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000268","1"
KB0,"2000000269","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000269","1"
KB0,"2000000270","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000270","1"
KB0,"2000000271","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000271","1"
KB0,"2000000272","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000272","1"
KB0,"2000000273","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000273","1"
KB0,"2000000274","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000274","1"
KB0,"2000000275","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000275","1"
KB0,"2000000276","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000276","1"
KB0,"2000000277","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000277","1"
KB0,"2000000278","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000278","1"
KB0,"2000000279","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000279","1"
KB0,"2000000280","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000280","1"
KB0,"2000000281","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000281","1"
KB0,"2000000282","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000282","1"
KB0,"2000000283","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000283","1"
KB0,"2000000284","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000284","1"
KB0,"2000000285","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000285","1"
KB0,"2000000286","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000286","1"
KB0,"2000000287","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000287","1"
KB0,"2000000288","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000288","1"
KB0,"2000000289","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000289","1"
KB0,"2000000290","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000290","1"
KB0,"2000000291","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000291","1"
KB0,"2000000292","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000292","1"
KB0,"2000000293","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000293","1"
KB0,"2000000294","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000294","1"
KB0,"2000000295","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000295","1"
KB0,"2000000296","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000296","1"
KB0,"2000000297","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000297","1"
KB0,"2000000298","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000298","1"
KB0,"2000000299","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000299","1"
KB0,"2000000300","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000300","1"
KB0,"2000000301","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000301","1"
KB0,"2000000302","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000302","1"
KB0,"2000000303","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000303","1"
KB0,"2000000304","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000304","1"
KB0,"2000000305","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000305","1"
KB0,"2000000306","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000306","1"
