"그룹회사코드","마이데이터고객식별자","기준년월","포트폴리오자산부채대분류구분","포트폴리오자산부채중분류구분","포트폴리오자산부채소분류구분","기관코드","집계금액","시스템최종처리일시","시스템최종사용자번호"
KB0,"2000000008","202107","10","1040","104010","999999",625760.000,"2021-08-01 10:00",S016217
KB0,"2000000008","202107","10","1040","104020","999999",3128800.000,"2021-08-01 10:00",S016217
KB0,"2000000008","202107","10","1050","105010","999999",5591373.419,"2021-08-01 10:00",S016217
KB0,"2000000008","202107","10","1050","105020","999999",399782.802,"2021-08-01 10:00",S016217
KB0,"2000000009","202107","10","1010","101010","999999",4089500.000,"2021-08-01 10:00",S016217
KB0,"2000000009","202107","10","1020","102010","999999",81790000.000,"2021-08-01 10:00",S016217
KB0,"2000000009","202107","10","1030","103010","999999",33878648.500,"2021-08-01 10:00",S016217
KB0,"2000000009","202107","10","1030","103030","999999",14034430.435,"2021-08-01 10:00",S016217
KB0,"2000000009","202107","10","1030","103040","999999",102720690.627,"2021-08-01 10:00",S016217
KB0,"2000000009","202107","10","1030","103050","999999",32114357.529,"2021-08-01 10:00",S016217
KB0,"2000000009","202107","10","1040","104020","999999",28626500.000,"2021-08-01 10:00",S016217
KB0,"2000000009","202107","10","1040","104030","999999",12268500.000,"2021-08-01 10:00",S016217
KB0,"2000000009","202107","10","1050","105020","999999",62704425.499,"2021-08-01 10:00",S016217
KB0,"2000000010","202107","10","1010","101010","999999",4778500.000,"2021-08-01 10:00",S016217
KB0,"2000000010","202107","10","1020","102010","999999",7645600.000,"2021-08-01 10:00",S016217
KB0,"2000000010","202107","10","1020","102020","999999",11468400.000,"2021-08-01 10:00",S016217
KB0,"2000000010","202107","10","1030","103010","999999",7834362.294,"2021-08-01 10:00",S016217
KB0,"2000000010","202107","10","1030","103030","999999",6757037.140,"2021-08-01 10:00",S016217
KB0,"2000000010","202107","10","1030","103040","999999",24390858.965,"2021-08-01 10:00",S016217
KB0,"2000000010","202107","10","1030","103050","999999",1605392.697,"2021-08-01 10:00",S016217
KB0,"2000000010","202107","10","1040","104020","999999",7645600.000,"2021-08-01 10:00",S016217
KB0,"2000000010","202107","10","1050","105010","999999",11711321.690,"2021-08-01 10:00",S016217
KB0,"2000000010","202107","10","1050","105020","999999",2942472.471,"2021-08-01 10:00",S016217
KB0,"2000000011","202107","10","1010","101010","999999",639600.000,"2021-08-01 10:00",S016217
KB0,"2000000012","202107","10","1010","101010","999999",2763500.000,"2021-08-01 10:00",S016217
KB0,"2000000012","202107","10","1020","102010","999999",3316200.000,"2021-08-01 10:00",S016217
KB0,"2000000012","202107","10","1020","102020","999999",7737800.000,"2021-08-01 10:00",S016217
KB0,"2000000012","202107","10","1030","103010","999999",3757760.351,"2021-08-01 10:00",S016217
KB0,"2000000012","202107","10","1030","103040","999999",11006036.115,"2021-08-01 10:00",S016217
KB0,"2000000012","202107","10","1030","103050","999999",6287588.838,"2021-08-01 10:00",S016217
KB0,"2000000012","202107","10","1040","104010","999999",884320.000,"2021-08-01 10:00",S016217
KB0,"2000000012","202107","10","1040","104020","999999",4421600.000,"2021-08-01 10:00",S016217
KB0,"2000000012","202107","10","1050","105010","999999",7878090.066,"2021-08-01 10:00",S016217
KB0,"2000000012","202107","10","1050","105020","999999",560481.593,"2021-08-01 10:00",S016217
KB0,"2000000013","202107","10","1010","101010","999999",3676000.000,"2021-08-01 10:00",S016217
KB0,"2000000013","202107","10","1020","102010","999999",11028000.000,"2021-08-01 10:00",S016217
KB0,"2000000013","202107","10","1020","102020","999999",7352000.000,"2021-08-01 10:00",S016217
KB0,"2000000013","202107","10","1030","103030","999999",1527651.704,"2021-08-01 10:00",S016217
KB0,"2000000013","202107","10","1030","103040","999999",4658828.354,"2021-08-01 10:00",S016217
KB0,"2000000013","202107","10","1040","104020","999999",1838000.000,"2021-08-01 10:00",S016217
KB0,"2000000013","202107","10","1050","105010","999999",1882551.760,"2021-08-01 10:00",S016217
KB0,"2000000014","202107","10","1010","101010","999999",476700.000,"2021-08-01 10:00",S016217
KB0,"2000000014","202107","10","1020","102010","999999",8580600.000,"2021-08-01 10:00",S016217
KB0,"2000000014","202107","10","1020","102020","999999",953400.000,"2021-08-01 10:00",S016217
KB0,"2000000014","202107","10","1030","103010","999999",3102425.702,"2021-08-01 10:00",S016217
KB0,"2000000014","202107","10","1030","103040","999999",9346985.297,"2021-08-01 10:00",S016217
KB0,"2000000014","202107","10","1030","103050","999999",7937073.432,"2021-08-01 10:00",S016217
KB0,"2000000014","202107","10","1040","104020","999999",2335830.000,"2021-08-01 10:00",S016217
KB0,"2000000014","202107","10","1050","105010","999999",1451680.607,"2021-08-01 10:00",S016217
KB0,"2000000014","202107","10","1050","105020","999999",5829943.524,"2021-08-01 10:00",S016217
KB0,"2000000015","202107","10","1010","101010","999999",528500.000,"2021-08-01 10:00",S016217
KB0,"2000000015","202107","10","1020","102010","999999",845600.000,"2021-08-01 10:00",S016217
KB0,"2000000015","202107","10","1020","102020","999999",1268400.000,"2021-08-01 10:00",S016217
KB0,"2000000015","202107","10","1030","103010","999999",893028.851,"2021-08-01 10:00",S016217
KB0,"2000000015","202107","10","1030","103030","999999",681693.638,"2021-08-01 10:00",S016217
KB0,"2000000015","202107","10","1030","103040","999999",2668265.768,"2021-08-01 10:00",S016217
KB0,"2000000015","202107","10","1030","103050","999999",176314.786,"2021-08-01 10:00",S016217
KB0,"2000000015","202107","10","1040","104020","999999",845600.000,"2021-08-01 10:00",S016217
KB0,"2000000015","202107","10","1050","105010","999999",1296557.134,"2021-08-01 10:00",S016217
KB0,"2000000015","202107","10","1050","105020","999999",323816.757,"2021-08-01 10:00",S016217
KB0,"2000000016","202107","10","1010","101010","999999",1821000.000,"2021-08-01 10:00",S016217
KB0,"2000000016","202107","10","1020","102010","999999",2185200.000,"2021-08-01 10:00",S016217
KB0,"2000000016","202107","10","1020","102020","999999",5098800.000,"2021-08-01 10:00",S016217
KB0,"2000000016","202107","10","1030","103010","999999",2434375.676,"2021-08-01 10:00",S016217
KB0,"2000000016","202107","10","1030","103040","999999",7193404.130,"2021-08-01 10:00",S016217
KB0,"2000000016","202107","10","1030","103050","999999",4250092.329,"2021-08-01 10:00",S016217
KB0,"2000000016","202107","10","1040","104010","999999",582720.000,"2021-08-01 10:00",S016217
KB0,"2000000016","202107","10","1040","104020","999999",2913600.000,"2021-08-01 10:00",S016217
KB0,"2000000016","202107","10","1050","105010","999999",5170597.490,"2021-08-01 10:00",S016217
KB0,"2000000016","202107","10","1050","105020","999999",371914.790,"2021-08-01 10:00",S016217
KB0,"2000000017","202107","10","1010","101010","999999",2434500.000,"2021-08-01 10:00",S016217
KB0,"2000000017","202107","10","1020","102010","999999",11361000.000,"2021-08-01 10:00",S016217
KB0,"2000000017","202107","10","1020","102020","999999",4869000.000,"2021-08-01 10:00",S016217
KB0,"2000000017","202107","10","1030","103010","999999",2822048.531,"2021-08-01 10:00",S016217
KB0,"2000000017","202107","10","1030","103040","999999",16205414.380,"2021-08-01 10:00",S016217
KB0,"2000000017","202107","10","1030","103050","999999",10655757.196,"2021-08-01 10:00",S016217
KB0,"2000000017","202107","10","1040","104020","999999",3976350.000,"2021-08-01 10:00",S016217
KB0,"2000000017","202107","10","1050","105020","999999",6622909.309,"2021-08-01 10:00",S016217
KB0,"2000000018","202107","10","1010","101010","999999",13197600.000,"2021-08-01 10:00",S016217
KB0,"2000000018","202107","10","1020","102010","999999",52790400.000,"2021-08-01 10:00",S016217
KB0,"2000000018","202107","10","1020","102020","999999",35193600.000,"2021-08-01 10:00",S016217
KB0,"2000000018","202107","10","1030","103040","999999",103461131.970,"2021-08-01 10:00",S016217
KB0,"2000000018","202107","10","1030","103050","999999",46951831.009,"2021-08-01 10:00",S016217
KB0,"2000000018","202107","10","1040","104010","999999",9678240.000,"2021-08-01 10:00",S016217
KB0,"2000000018","202107","10","1040","104020","999999",24635520.000,"2021-08-01 10:00",S016217
KB0,"2000000018","202107","10","1050","105020","999999",27116051.040,"2021-08-01 10:00",S016217
KB0,"2000000019","202107","10","1010","101010","999999",26678000.000,"2021-08-01 10:00",S016217
KB0,"2000000019","202107","10","1020","102010","999999",53356000.000,"2021-08-01 10:00",S016217
KB0,"2000000019","202107","10","1020","102020","999999",53356000.000,"2021-08-01 10:00",S016217
KB0,"2000000019","202107","10","1030","103030","999999",21936843.297,"2021-08-01 10:00",S016217
KB0,"2000000019","202107","10","1030","103040","999999",23140812.983,"2021-08-01 10:00",S016217
KB0,"2000000019","202107","10","1050","105010","999999",27406601.477,"2021-08-01 10:00",S016217
KB0,"2000000019","202107","10","1050","105020","999999",13608031.197,"2021-08-01 10:00",S016217
KB0,"2000000020","202107","10","1010","101010","999999",392800.000,"2021-08-01 10:00",S016217
KB0,"2000000020","202107","10","1020","102010","999999",7070400.000,"2021-08-01 10:00",S016217
KB0,"2000000020","202107","10","1020","102020","999999",785600.000,"2021-08-01 10:00",S016217
KB0,"2000000020","202107","10","1030","103010","999999",2657587.689,"2021-08-01 10:00",S016217
KB0,"2000000020","202107","10","1030","103040","999999",7758347.706,"2021-08-01 10:00",S016217
KB0,"2000000020","202107","10","1030","103050","999999",5387593.914,"2021-08-01 10:00",S016217
KB0,"2000000020","202107","10","1040","104020","999999",1924720.000,"2021-08-01 10:00",S016217
KB0,"2000000020","202107","10","1050","105010","999999",1211790.184,"2021-08-01 10:00",S016217
KB0,"2000000020","202107","10","1050","105020","999999",4803868.445,"2021-08-01 10:00",S016217
KB0,"2000000021","202107","10","1010","101010","999999",1811500.000,"2021-08-01 10:00",S016217
KB0,"2000000021","202107","10","1020","102010","999999",36230000.000,"2021-08-01 10:00",S016217
KB0,"2000000021","202107","10","1030","103010","999999",15474726.376,"2021-08-01 10:00",S016217
KB0,"2000000021","202107","10","1030","103030","999999",5875979.462,"2021-08-01 10:00",S016217
KB0,"2000000021","202107","10","1030","103040","999999",46558072.761,"2021-08-01 10:00",S016217
KB0,"2000000021","202107","10","1030","103050","999999",14958167.733,"2021-08-01 10:00",S016217
KB0,"2000000021","202107","10","1040","104020","999999",12680500.000,"2021-08-01 10:00",S016217
KB0,"2000000021","202107","10","1040","104030","999999",5434500.000,"2021-08-01 10:00",S016217
KB0,"2000000021","202107","10","1050","105020","999999",27748173.473,"2021-08-01 10:00",S016217
KB0,"2000000022","202107","10","1010","101010","999999",759800.000,"2021-08-01 10:00",S016217
KB0,"2000000022","202107","10","1020","102010","999999",15196000.000,"2021-08-01 10:00",S016217
KB0,"2000000022","202107","10","1030","103010","999999",6274307.509,"2021-08-01 10:00",S016217
KB0,"2000000022","202107","10","1030","103030","999999",2602244.453,"2021-08-01 10:00",S016217
KB0,"2000000022","202107","10","1030","103040","999999",18895095.174,"2021-08-01 10:00",S016217
KB0,"2000000022","202107","10","1030","103050","999999",6216398.170,"2021-08-01 10:00",S016217
KB0,"2000000022","202107","10","1040","104020","999999",5318600.000,"2021-08-01 10:00",S016217
KB0,"2000000022","202107","10","1040","104030","999999",2279400.000,"2021-08-01 10:00",S016217
KB0,"2000000022","202107","10","1050","105020","999999",11615213.655,"2021-08-01 10:00",S016217
KB0,"2000000023","202107","10","1010","101010","999999",6066000.000,"2021-08-01 10:00",S016217
KB0,"2000000023","202107","10","1020","102010","999999",7279200.000,"2021-08-01 10:00",S016217
KB0,"2000000023","202107","10","1020","102020","999999",16984800.000,"2021-08-01 10:00",S016217
KB0,"2000000023","202107","10","1030","103010","999999",8290379.856,"2021-08-01 10:00",S016217
KB0,"2000000023","202107","10","1030","103040","999999",23909553.812,"2021-08-01 10:00",S016217
KB0,"2000000023","202107","10","1030","103050","999999",14763728.042,"2021-08-01 10:00",S016217
KB0,"2000000023","202107","10","1040","104010","999999",1941120.000,"2021-08-01 10:00",S016217
KB0,"2000000023","202107","10","1040","104020","999999",9705600.000,"2021-08-01 10:00",S016217
KB0,"2000000023","202107","10","1050","105010","999999",17327276.406,"2021-08-01 10:00",S016217
KB0,"2000000023","202107","10","1050","105020","999999",1235198.358,"2021-08-01 10:00",S016217
KB0,"2000000025","202107","10","1010","101010","999999",598100.001,"2021-08-01 10:00",S016217
KB0,"2000000025","202107","10","1020","102010","999999",9569600.000,"2021-08-01 10:00",S016217
KB0,"2000000025","202107","10","1020","102020","999999",2392400.000,"2021-08-01 10:00",S016217
KB0,"2000000025","202107","10","1030","103010","999999",3973019.798,"2021-08-01 10:00",S016217
KB0,"2000000025","202107","10","1030","103040","999999",15514377.389,"2021-08-01 10:00",S016217
KB0,"2000000025","202107","10","1030","103050","999999",6090589.843,"2021-08-01 10:00",S016217
KB0,"2000000025","202107","10","1040","104020","999999",4186700.000,"2021-08-01 10:00",S016217
KB0,"2000000025","202107","10","1040","104030","999999",1794300.000,"2021-08-01 10:00",S016217
KB0,"2000000025","202107","10","1050","105010","999999",2447954.240,"2021-08-01 10:00",S016217
KB0,"2000000025","202107","10","1050","105020","999999",6752056.304,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1010","101010","999999",3908100.000,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1020","102010","999999",18237800.000,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1020","102020","999999",7816200.000,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1030","103010","999999",6455560.618,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1030","103030","999999",8614279.853,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1030","103040","999999",27830804.924,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1030","103050","999999",13614774.278,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1040","104020","999999",9118900.000,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1040","104030","999999",3908100.000,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1050","105010","999999",7942082.768,"2021-08-01 10:00",S016217
KB0,"2000000026","202107","10","1050","105020","999999",11996563.436,"2021-08-01 10:00",S016217
KB0,"2000000027","202107","10","1010","101010","999999",1419900.000,"2021-08-01 10:00",S016217
KB0,"2000000027","202107","10","1020","102010","999999",5679600.000,"2021-08-01 10:00",S016217
KB0,"2000000027","202107","10","1020","102020","999999",3786400.000,"2021-08-01 10:00",S016217
KB0,"2000000027","202107","10","1030","103010","999999",1605936.500,"2021-08-01 10:00",S016217
KB0,"2000000027","202107","10","1030","103030","999999",3111450.448,"2021-08-01 10:00",S016217
KB0,"2000000027","202107","10","1030","103040","999999",12190875.370,"2021-08-01 10:00",S016217
KB0,"2000000027","202107","10","1030","103050","999999",5952787.532,"2021-08-01 10:00",S016217
KB0,"2000000027","202107","10","1040","104020","999999",3313100.000,"2021-08-01 10:00",S016217
KB0,"2000000027","202107","10","1040","104030","999999",1419900.000,"2021-08-01 10:00",S016217
KB0,"2000000027","202107","10","1050","105020","999999",3373168.109,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1010","101010","999999",1967700.000,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1020","102010","999999",9182600.000,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1020","102020","999999",3935400.000,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1030","103010","999999",3273341.607,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1030","103030","999999",4519293.914,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1030","103040","999999",14234528.556,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1030","103050","999999",6674061.629,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1040","104020","999999",4591300.000,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1040","104030","999999",1967700.000,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1050","105010","999999",4022769.709,"2021-08-01 10:00",S016217
KB0,"2000000028","202107","10","1050","105020","999999",5998153.703,"2021-08-01 10:00",S016217
KB0,"2000000029","202107","10","1010","101010","999999",166100.000,"2021-08-01 10:00",S016217
KB0,"2000000029","202107","10","1020","102010","999999",2989800.000,"2021-08-01 10:00",S016217
KB0,"2000000029","202107","10","1020","102020","999999",332200.000,"2021-08-01 10:00",S016217
KB0,"2000000029","202107","10","1030","103010","999999",1094049.636,"2021-08-01 10:00",S016217
KB0,"2000000029","202107","10","1030","103040","999999",3212561.139,"2021-08-01 10:00",S016217
KB0,"2000000029","202107","10","1030","103050","999999",2226869.777,"2021-08-01 10:00",S016217
KB0,"2000000029","202107","10","1040","104020","999999",813890.000,"2021-08-01 10:00",S016217
KB0,"2000000029","202107","10","1050","105010","999999",508348.075,"2021-08-01 10:00",S016217
KB0,"2000000029","202107","10","1050","105020","999999",2049669.548,"2021-08-01 10:00",S016217
KB0,"2000000030","202107","10","1010","101010","999999",506799.999,"2021-08-01 10:00",S016217
KB0,"2000000030","202107","10","1020","102010","999999",10136000.000,"2021-08-01 10:00",S016217
KB0,"2000000030","202107","10","1030","103010","999999",4319420.231,"2021-08-01 10:00",S016217
KB0,"2000000030","202107","10","1030","103030","999999",1654584.410,"2021-08-01 10:00",S016217
KB0,"2000000030","202107","10","1030","103040","999999",11839183.651,"2021-08-01 10:00",S016217
KB0,"2000000030","202107","10","1030","103050","999999",4512802.753,"2021-08-01 10:00",S016217
KB0,"2000000030","202107","10","1040","104020","999999",2483320.000,"2021-08-01 10:00",S016217
KB0,"2000000030","202107","10","1050","105020","999999",7288976.654,"2021-08-01 10:00",S016217
KB0,"2000000031","202107","10","1010","101010","999999",2388500.001,"2021-08-01 10:00",S016217
KB0,"2000000031","202107","10","1020","102010","999999",3821600.000,"2021-08-01 10:00",S016217
KB0,"2000000031","202107","10","1020","102020","999999",5732400.000,"2021-08-01 10:00",S016217
KB0,"2000000031","202107","10","1030","103010","999999",3203882.437,"2021-08-01 10:00",S016217
KB0,"2000000031","202107","10","1030","103040","999999",10266333.982,"2021-08-01 10:00",S016217
KB0,"2000000031","202107","10","1030","103050","999999",3293312.919,"2021-08-01 10:00",S016217
KB0,"2000000031","202107","10","1040","104020","999999",2675120.000,"2021-08-01 10:00",S016217
KB0,"2000000031","202107","10","1050","105010","999999",6322717.289,"2021-08-01 10:00",S016217
KB0,"2000000031","202107","10","1050","105020","999999",975639.057,"2021-08-01 10:00",S016217
KB0,"2000000032","202107","10","1010","101010","999999",9300999.999,"2021-08-01 10:00",S016217
KB0,"2000000032","202107","10","1020","102010","999999",37203999.990,"2021-08-01 10:00",S016217
KB0,"2000000032","202107","10","1020","102020","999999",55806000.000,"2021-08-01 10:00",S016217
KB0,"2000000032","202107","10","1030","103030","999999",8084969.073,"2021-08-01 10:00",S016217
KB0,"2000000032","202107","10","1030","103040","999999",15902597.427,"2021-08-01 10:00",S016217
KB0,"2000000032","202107","10","1030","103050","999999",7824056.915,"2021-08-01 10:00",S016217
KB0,"2000000032","202107","10","1040","104020","999999",6510700.000,"2021-08-01 10:00",S016217
KB0,"2000000032","202107","10","1050","105010","999999",9498049.920,"2021-08-01 10:00",S016217
KB0,"2000000033","202107","10","1010","101010","999999",307600.000,"2021-08-01 10:00",S016217
KB0,"2000000033","202107","10","1020","102010","999999",6152000.000,"2021-08-01 10:00",S016217
KB0,"2000000033","202107","10","1030","103010","999999",2555280.727,"2021-08-01 10:00",S016217
KB0,"2000000033","202107","10","1030","103030","999999",1025174.604,"2021-08-01 10:00",S016217
KB0,"2000000033","202107","10","1030","103040","999999",7548680.542,"2021-08-01 10:00",S016217
KB0,"2000000033","202107","10","1030","103050","999999",2635870.968,"2021-08-01 10:00",S016217
KB0,"2000000033","202107","10","1040","104020","999999",2153200.000,"2021-08-01 10:00",S016217
KB0,"2000000033","202107","10","1040","104030","999999",922800.000,"2021-08-01 10:00",S016217
KB0,"2000000033","202107","10","1050","105020","999999",4721161.081,"2021-08-01 10:00",S016217
KB0,"2000000034","202107","10","1010","101010","999999",14257500.000,"2021-08-01 10:00",S016217
KB0,"2000000034","202107","10","1020","102010","999999",57030000.000,"2021-08-01 10:00",S016217
KB0,"2000000034","202107","10","1020","102020","999999",38020000.000,"2021-08-01 10:00",S016217
KB0,"2000000034","202107","10","1030","103040","999999",107122948.186,"2021-08-01 10:00",S016217
KB0,"2000000034","202107","10","1030","103050","999999",57235139.857,"2021-08-01 10:00",S016217
KB0,"2000000034","202107","10","1040","104010","999999",10455500.000,"2021-08-01 10:00",S016217
KB0,"2000000034","202107","10","1040","104020","999999",26614000.000,"2021-08-01 10:00",S016217
KB0,"2000000034","202107","10","1050","105020","999999",29003074.453,"2021-08-01 10:00",S016217
KB0,"2000000035","202107","10","1010","101010","999999",2417500.000,"2021-08-01 10:00",S016217
