"USER_ID","FIN_ASSET_SECTION_DIV","NONFIN_ASSET_SECTION_DIV","CRM_AGE_DIV","JOB_SECTION_DIV","SIDO_DIV","FINANCE_AMOUNT","CASH_AMOUNT","ACCOUNT_AMOUNT","INVEST_AMOUNT","INSURANCE_AMOUNT","ANNUITY_AMOUNT"
"2000000150","01","01","00035","01","54","17178406.428","1169000.000","4676000.000","5604031.675","1870400.000","3858974.753"
"2000000151","05","03","00035","05","21","166279941.056","12015000.000","48060000.000","52937874.050","13456800.000","39810267.006"
"2000000152","03","02","00020","08","46","53720602.433","3047499.999","30474999.999","14663724.263","2133250.000","3401128.172"
"2000000153","02","02","00050","07","01","47972991.865","3341000.000","13364000.000","14952766.096","5345600.000","10969625.769"
"2000000154","06","04","00040","08","31","428875820.684","27863000.000","111452000.000","166027932.367","31206560.000","92326328.317"
"2000000155","05","03","00029","10","10","299153718.381","14213100.000","94754000.000","106201137.256","47377000.000","36608481.125"
"2000000156","05","04","00030","04","34","219278571.838","3239000.001","64780000.000","65170240.118","32390000.000","53699331.719"
"2000000157","01","01","00035","10","10","15534373.781","185700.000","3714000.000","7646845.136","909930.000","3077898.645"
"2000000158","00","01","00029","04","46","9797142.303","545100.000","3634000.000","2994949.801","1417260.000","1205832.502"
"2000000159","02","02","00040","10","10","49578208.400","2698200.000","17988000.000","15848092.160","7015320.000","6028596.240"
"2000000160","03","03","00030","07","46","61307984.463","2951400.000","19676000.000","21240690.017","9838000.000","7601894.446"
"2000000161","00","01","00039","07","01","8464178.492","124899.999","2498000.000","2515642.776","1249000.000","2076635.717"
"2000000162","02","02","00055","07","01","46305102.699","659400.000","13188000.000","15010424.630","6594000.000","10853278.069"
"2000000163","01","01","00029","02","54","21289117.297","1526500.000","6106000.000","6919269.767","1709680.000","5027667.530"
"2000000164","01","02","00055","03","10","26612983.933","317000.000","6340000.000","13172587.365","1553300.000","5230096.568"
"2000000165","05","04","00020","06","10","281155169.587","19855500.000","79422000.000","84000418.967","31768800.000","66108450.620"
"2000000166","02","02","00039","05","01","39851571.223","556800.000","11136000.000","13462668.393","5568000.000","9128102.830"
"2000000167","05","03","00049","10","01","163857418.564","11490500.000","45962000.000","49799955.000","18384800.000","38220163.564"
"2000000168","05","03","00025","05","27","131766199.788","2066000.001","41320000.000","46582309.464","10123400.000","31674490.323"
"2000000169","02","01","00035","07","34","34946362.281","4670000.000","18680000.000","3886834.391","","7709527.890"
"2000000170","03","02","00049","07","10","53157900.233","2920500.000","19470000.000","17288174.194","4770150.000","8709076.039"
"2000000171","02","01","00060","13","41","44137602.650","412500.000","7425000.000","26160361.187","4125000.000","6014741.463"
"2000000172","03","02","00040","05","24","51041069.221","2763300.000","18422000.000","17208224.100","4513390.000","8134155.121"
"2000000173","01","02","00040","08","01","21935696.612","333300.000","5999400.000","7463167.549","3333000.000","4806829.063"
"2000000174","05","03","00020","11","50","229143691.776","14625500.000","58502000.000","133200411.776","22815780.000",""
"2000000175","03","03","00055","06","50","60885745.191","2888700.000","19258000.000","34020835.191","4718210.000",""
"2000000176","00","01","00049","07","36","9874787.256","157299.999","3146000.000","3393903.538","770770.000","2406813.719"
"2000000177","05","03","00049","05","10","295786024.409","12584100.000","83894000.000","87472552.110","41947000.000","69888372.299"
"2000000178","02","02","00039","01","01","36157367.554","1742700.000","11618000.000","12543509.905","5809000.000","4444157.649"
"2000000179","02","02","00035","03","36","49881568.022","688300.000","13766000.000","17033099.361","6883000.000","11511168.661"
"2000000180","04","02","00055","09","01","87620222.469","2544900.000","16966000.000","56476288.465","4156670.000","7476364.004"
"2000000181","03","03","00069","07","10","57826583.395","899100.000","17982000.000","20589505.327","4405590.000","13950388.068"
"2000000182","05","03","00025","09","01","103442506.477","1481400.000","29628000.000","33063213.255","14814000.000","24455893.222"
"2000000183","01","01","00030","07","27","13190368.279","1760000.000","7040000.000","1463525.811","","2926842.468"
"2000000184","01","01","00040","05","10","24144265.126","382900.000","7658000.000","7894653.119","1876210.000","6332502.007"
"2000000185","03","02","00040","08","21","62201790.883","4749500.001","18998000.000","17391770.558","5319440.000","15743080.324"
"2000000186","00","01","00045","08","01","9775958.596","467100.000","3114000.000","3451429.783","1557000.000","1186428.813"
"2000000187","05","03","00029","03","36","214858270.862","14748999.999","147489999.990","25949066.901","10324300.000","16345903.972"
"2000000188","01","02","00040","10","01","28742352.638","1184400.000","7896000.000","9107389.695","3948000.000","6606562.943"
"2000000189","00","00","00049","08","46","2717398.536","196500.000","786000.000","712442.612","377280.000","645175.924"
"2000000190","07","05","00055","05","10","684854822.518","18687300.000","124582000.000","376622356.228","62291000.000","102672166.290"
"2000000191","01","01","00040","09","46","11053301.923","687500.001","5500000.000","1690391.895","1650000.000","1525410.027"
"2000000192","02","01","00045","01","24","32369849.500","2293000.000","9172000.000","8836228.113","4402560.000","7666061.387"
"2000000194","00","00","00055","01","31","552877.425","29700.000","198000.000","174893.780","95040.000","55243.645"
"2000000195","05","03","00055","08","36","216432518.669","2213800.000","44276000.000","111258082.306","22138000.000","36546636.363"
"2000000196","09","06","00050","08","36","2395037516.287","117254400.000","781696000.000","800505692.607","390848000.000","304733423.680"
"2000000197","03","03","00045","01","46","62685708.829","8406000.000","33624000.000","6769316.511","","13886392.318"
"2000000198","01","01","00039","02","27","25993951.274","3494000.000","13976000.000","2744334.037","","5779617.237"
"2000000199","03","02","00030","07","54","53958874.318","3817500.000","15270000.000","16083462.884","6108000.000","12679911.434"
"2000000200","02","02","00030","07","21","41974651.409","5582000.000","22328000.000","4818911.972","","9245739.437"
"2000000201","05","03","00029","07","50","181539674.316","2680700.000","48252600.000","65138431.499","26807000.000","38660942.817"
"2000000202","02","02","00025","06","10","43267536.575","4041500.000","16166000.000","16755296.575","6304740.000",""
"2000000203","05","03","00030","01","10","184545753.220","14155500.000","56622000.000","50783613.490","15854160.000","47130479.730"
"2000000205","05","04","00045","01","10","236701231.302","3708600.000","74172000.000","82760623.751","18172140.000","57887867.551"
"2000000206","01","01","00029","07","21","11450392.587","613200.000","4088000.000","3673329.381","1962240.000","1113623.206"
"2000000207","01","01","00059","05","01","15438747.222","864300.000","5762000.000","4651404.921","2247180.000","1913862.301"
"2000000208","02","02","00049","10","31","38566691.879","546000.000","10920000.000","12590993.856","5460000.000","9049698.023"
"2000000209","01","01","00055","02","36","14449134.545","230500.000","4610000.000","4687596.523","1129450.000","3791588.022"
"2000000210","01","01","00030","09","27","14315970.924","886500.000","7092000.000","2248783.814","2127600.000","1961087.110"
"2000000211","03","02","00059","09","10","56814106.107","890000.001","17800000.000","20172600.616","4361000.000","13590505.490"
"2000000212","07","04","00045","08","41","596879475.059","6585300.000","131706000.000","325257152.646","32267970.000","101063052.413"
"2000000213","03","03","00030","05","46","63859825.914","2621700.000","17478000.000","20496195.754","8739000.000","14524930.160"
"2000000214","02","01","00059","07","10","31180301.265","440300.000","8806000.000","10167413.447","4403000.000","7363587.818"
"2000000215","02","01","00025","03","01","46722526.824","1396800.000","9312000.000","29579422.571","2281440.000","4152864.253"
"2000000216","01","02","00055","07","10","19628356.440","301900.000","5434200.000","6549524.666","3019000.000","4323731.774"
"2000000217","05","03","00029","07","63","155181203.423","10809500.000","43238000.000","44739325.723","20754240.000","35640137.700"
"2000000218","02","02","00030","05","10","38910776.308","573999.999","11480000.000","11641316.607","5740000.000","9475459.702"
"2000000219","05","04","00059","09","36","269246131.252","14522100.000","96814000.000","90668882.527","23719430.000","43521718.725"
"2000000220","02","02","00055","13","10","48879585.581","2630400.000","17536000.000","15456535.726","8417280.000","4839369.855"
"2000000221","02","02","00049","07","01","46729606.657","2737500.000","10950000.000","21016714.317","3066000.000","8959392.340"
"2000000222","00","01","00055","09","01","6358540.742","336900.000","2246000.000","2231680.596","550270.000","993690.146"
"2000000223","02","02","00029","10","46","31741264.628","1446900.000","9646000.000","18285094.628","2363270.000",""
"2000000224","02","02","00049","07","24","38027512.958","604500.000","12090000.000","12329227.166","2962050.000","10041735.792"
"2000000225","01","01","00045","08","46","17583004.454","1347000.000","5388000.000","4862596.311","1508640.000","4476768.143"
"2000000226","03","02","00039","07","01","53499404.741","6824000.000","34120000.000","5339311.021","3412000.000","3804093.720"
"2000000227","02","02","00029","11","01","43879977.171","2098500.000","13990000.000","15402188.886","6995000.000","5394288.285"
"2000000228","02","01","00035","07","10","33804333.040","1803000.000","14424000.000","9305154.409","4327200.000","3944978.631"
"2000000229","03","02","00045","02","54","53633694.620","7175000.000","28700000.000","5862428.089","","11896266.531"
"2000000230","05","03","00025","07","54","116722162.258","1725600.000","31060800.000","41842682.803","17256000.000","24837079.455"
"2000000231","05","03","00029","04","61","212562267.838","8635800.000","57572000.000","102688855.716","27634560.000","16031052.122"
"2000000232","01","02","00039","07","50","26382542.472","3309000.000","16545000.000","3038570.964","1654500.000","1835471.508"
"2000000233","02","02","00025","01","10","49292032.027","608799.999","12176000.000","20247202.898","6088000.000","10172029.130"
"2000000234","01","01","00049","07","10","17601554.078","1120800.000","7472000.000","7178114.078","1830640.000",""
"2000000235","02","02","00045","11","36","42906495.529","2030700.000","13538000.000","15306998.987","6769000.000","5261796.542"
"2000000236","05","03","00059","02","10","159927471.827","10998999.999","109989999.990","19012766.965","7699300.000","12226404.873"
"2000000237","02","02","00055","06","46","40569070.320","2911000.000","11644000.000","11775882.878","4657600.000","9580587.442"
"2000000238","03","02","00035","05","01","50918822.361","2087400.000","13916000.000","16479950.799","6958000.000","11477471.562"
"2000000239","01","02","00050","11","10","29112556.013","329499.999","6590000.000","15471129.137","1614550.000","5107376.877"
"2000000240","03","02","00025","03","01","61703245.182","4345500.000","17382000.000","17151656.943","8343360.000","14480728.239"
"2000000241","05","03","00040","09","36","240171855.948","8967300.000","59782000.000","126278753.980","28695360.000","16448441.968"
"2000000242","02","02","00035","08","34","42380461.551","5742000.000","22968000.000","4140725.828","","9529735.723"
"2000000243","02","01","00039","04","24","34394414.142","485100.000","9702000.000","11324037.723","4851000.000","8032276.419"
"2000000244","03","02","00030","08","44","53609041.103","3923000.000","15692000.000","16600186.997","4393760.000","13000094.106"
"2000000245","04","02","00059","04","46","76458651.284","4356999.999","43569999.999","20700904.385","3049900.000","4780846.901"
"2000000246","01","01","00035","04","46","26655176.832","3366000.000","16830000.000","2914665.047","1683000.000","1861511.785"
"2000000247","04","03","00065","07","50","76847587.031","5056500.000","20226000.000","29226448.014","5663280.000","16675359.017"
"2000000248","01","01","00030","04","10","26094551.433","1422600.000","9484000.000","8332760.685","3698760.000","3156430.748"
"2000000249","01","01","00040","04","57","27698075.941","398100.000","7962000.000","8771763.477","3981000.000","6585212.464"
"2000000250","03","03","00050","11","50","68899724.714","3764100.000","25094000.000","21029861.682","12045120.000","6966643.032"
"2000000251","03","02","00049","09","41","53195155.090","851800.000","17036000.000","17182992.310","4173820.000","13950542.780"
"2000000252","02","01","00030","03","34","33251244.337","1384200.000","9228000.000","10359240.993","4614000.000","7665803.344"
"2000000253","02","02","00029","06","10","46332482.610","5848000.000","29240000.000","5095982.276","2924000.000","3224500.334"
"2000000254","00","00","00039","09","21","9631327.009","1235000.000","6175000.000","921511.221","617500.000","682315.788"
"2000000255","01","02","00025","08","44","28647128.043","1531500.000","10210000.000","9144741.508","4900800.000","2860086.535"
"2000000256","02","02","00039","07","21","48234812.933","3460000.000","13840000.000","15487710.996","3875200.000","11571901.937"
"2000000257","05","05","00059","08","41","252810226.809","15647700.000","104318000.000","107286616.809","25557910.000",""
"2000000258","02","02","00029","07","31","33409202.667","1825800.000","12172000.000","10657484.845","4747080.000","4006837.822"
"2000000259","01","01","00025","02","57","23106510.365","337400.001","6748000.000","7091046.681","3374000.000","5556063.683"
"2000000260","05","03","00025","02","01","171405512.562","21620000.000","108100000.000","18811205.302","10810000.000","12064307.260"
"2000000261","03","02","00030","09","57","66702122.435","943300.000","18866000.000","21778280.678","9433000.000","15681541.757"
"2000000262","03","02","00029","07","10","58147351.570","3492000.000","13968000.000","25279591.107","3911040.000","11496720.463"
"2000000263","03","02","00039","05","10","55443893.368","3402000.000","27216000.000","9150333.662","8164800.000","7510759.706"
"2000000264","01","01","00055","09","36","24691060.207","1695000.000","16950000.000","3001525.746","1186500.000","1858034.461"
